restaurant_id,restaurant_name,city,restaurant_type,cuisine_type,opening_year,avg_rating,delivery_radius_km,commission_percentage
R00580,Dave PLC,Chennai,Premium Restaurant,North Indian,2026,5.0,8.2,28
R00581,Tak-Soni,Vijayawada,Premium Restaurant,South Indian,2025,4.2,3.0,21
R00582,Wable-Issac,Hyderabad,Fast Food Chain,Pizza,2019,4.9,4.7,16
R00583,Mitra-Bahri,Chennai,Fast Food Chain,Healthy Foods,2020,3.7,4.8,17
R00584,"Kannan, Saini and Khosla",Chennai,Cafe,North Indian,2018,3.5,8.9,22
R00585,"Palla, Rajagopalan and De",Vijayawada,Premium Restaurant,North Indian,2018,4.3,8.5,17
R00586,"Vaidya, Baria and Batta",Chennai,Fast Food Chain,Biryani,2026,4.6,2.1,20
R00587,Tripathi-Arya,Bangalore,Fast Food Chain,Biryani,2025,3.7,3.7,21
R00588,Guha-Chaudhary,Coimbatore,Budget Restaurant,South Indian,2017,3.9,8.4,20
R00589,"Savant, Chakraborty and More",Coimbatore,Budget Restaurant,Pizza,2021,4.7,2.4,24
R00590,Mani-Sharma,Hyderabad,Cafe,South Indian,2018,4.8,9.3,27
R00591,Gola-Pandey,Coimbatore,Premium Restaurant,Chinese,2020,4.2,5.4,17
R00592,Dalal-Mall,Coimbatore,Budget Restaurant,Chinese,2017,4.9,8.0,25
R00593,Dugar-Venkataraman,Bangalore,Budget Restaurant,South Indian,2024,4.4,3.5,29
R00594,"Bera, Raval and Jayaraman",Chennai,Premium Restaurant,Biryani,2026,4.1,6.2,20
R00595,"Bhatnagar, Barad and Dey",Coimbatore,Budget Restaurant,North Indian,2017,4.1,2.8,19
R00596,Vasa-Chad,Vijayawada,Premium Restaurant,Biryani,2024,4.6,5.3,16
R00597,Manda Group,Bangalore,Cafe,Healthy Foods,2020,3.6,8.3,24
R00598,"Sura, Manne and Mohan",Vijayawada,Cafe,Biryani,2019,4.7,4.2,23
R00599,"Gulati, Behl and Deep",Bangalore,Cloud Kitchen,Chinese,2025,4.6,6.1,24
R00600,"Bobal, Thakur and Wable",Bangalore,Premium Restaurant,South Indian,2022,4.5,2.6,26
R00601,Sahni and Sons,Vijayawada,Fast Food Chain,South Indian,2020,4.1,8.6,15
R00602,Dyal Group,Coimbatore,Cafe,Chinese,2020,3.7,6.1,25
R00603,Jaggi-Jha,Hyderabad,Fast Food Chain,South Indian,2026,3.5,2.3,16
R00604,Chad Ltd,Chennai,Fast Food Chain,Pizza,2025,3.8,5.3,28
R00605,Vyas Inc,Chennai,Fast Food Chain,Pizza,2022,4.8,3.9,18
R00606,Kumer-Karnik,Chennai,Cafe,South Indian,2017,3.9,5.7,29
R00607,"Kala, Sathe and Banerjee",Bangalore,Fast Food Chain,Healthy Foods,2021,3.6,6.9,25
R00608,"Madan, Chowdhury and Buch",Bangalore,Premium Restaurant,Chinese,2018,3.7,7.0,20
R00609,Balay-Jayaraman,Bangalore,Budget Restaurant,South Indian,2023,4.7,4.0,15
R00610,Nayak-Narang,Coimbatore,Cloud Kitchen,Pizza,2018,4.0,8.7,28
R00611,"Chaudhuri, Dugal and Sabharwal",Vijayawada,Fast Food Chain,Beverages,2017,4.5,7.1,17
R00612,Pai and Sons,Coimbatore,Fast Food Chain,North Indian,2022,5.0,4.9,27
R00613,"D’Alia, Yogi and Manda",Chennai,Premium Restaurant,Pizza,2020,3.9,5.2,17
R00614,Datta-Nayar,Bangalore,Cafe,Biryani,2018,4.6,5.7,21
R00615,"Dutt, Nayar and Sarma",Chennai,Cafe,South Indian,2026,4.3,7.3,22
R00616,"Dyal, Sura and Khurana",Chennai,Premium Restaurant,South Indian,2016,4.5,4.4,25
R00617,"Bhavsar, Merchant and Rajagopal",Chennai,Cloud Kitchen,Biryani,2019,4.4,3.1,20
R00618,Mandal Inc,Coimbatore,Premium Restaurant,South Indian,2020,4.7,8.8,16
R00619,Parikh Inc,Hyderabad,Fast Food Chain,Biryani,2018,4.8,2.1,17
R00620,Dugar-Korpal,Hyderabad,Cloud Kitchen,North Indian,2026,4.9,3.3,19
R00621,Ramaswamy Inc,Bangalore,Cafe,Biryani,2026,3.6,7.4,26
R00622,Agrawal-Thaker,Hyderabad,Fast Food Chain,Biryani,2016,3.7,7.7,30
R00623,"Sanghvi, Anand and Keer",Hyderabad,Cloud Kitchen,South Indian,2023,4.2,4.1,23
R00624,Chad LLC,Bangalore,Budget Restaurant,North Indian,2021,3.5,9.7,19
R00625,Borra and Sons,Vijayawada,Premium Restaurant,Chinese,2025,4.0,6.3,22
R00626,Palla-Goswami,Vijayawada,Premium Restaurant,Biryani,2018,3.9,8.9,26
R00627,"Narula, Sachdev and Bora",Bangalore,Fast Food Chain,North Indian,2018,4.8,4.8,19
R00628,"Kumer, Subramaniam and Nagy",Bangalore,Cafe,Desserts,2025,3.8,8.5,21
R00629,"Kohli, Bains and Pillay",Bangalore,Fast Food Chain,South Indian,2024,3.9,6.1,24
R00630,Dayal-Kamdar,Bangalore,Premium Restaurant,Burger,2017,4.4,3.4,20
R00631,"Chand, Wable and Hora",Chennai,Premium Restaurant,North Indian,2017,4.1,9.8,22
R00632,Din-Jha,Chennai,Budget Restaurant,Biryani,2019,3.7,3.6,20
R00633,Bedi-Chanda,Hyderabad,Cloud Kitchen,South Indian,2021,4.5,9.7,23
R00634,Iyer Inc,Coimbatore,Budget Restaurant,Burger,2026,4.1,7.1,22
R00635,"Dugal, Purohit and Kulkarni",Coimbatore,Budget Restaurant,Biryani,2018,3.8,6.1,21
R00636,Puri PLC,Vijayawada,Cafe,Biryani,2023,4.6,7.7,27
R00637,"Bumb, Padmanabhan and Sankar",Coimbatore,Cloud Kitchen,South Indian,2023,4.1,5.8,21
R00638,"Padmanabhan, Patil and Shere",Bangalore,Cloud Kitchen,North Indian,2025,4.6,3.2,24
R00639,Dara-Narayanan,Bangalore,Cloud Kitchen,Pizza,2025,4.1,6.9,19
R00640,Ahluwalia Ltd,Coimbatore,Cloud Kitchen,South Indian,2026,4.0,7.5,22
R00641,Kade Inc,Coimbatore,Cloud Kitchen,South Indian,2016,3.5,5.1,19
R00642,Sarkar-Lal,Hyderabad,Cloud Kitchen,Chinese,2025,4.9,9.7,19
R00643,Pathak-Koshy,Coimbatore,Premium Restaurant,South Indian,2020,4.0,4.6,30
R00644,Patla and Sons,Bangalore,Cafe,North Indian,2022,3.6,7.5,21
R00645,"Narain, Nagar and Minhas",Hyderabad,Cloud Kitchen,Beverages,2022,4.3,2.2,21
R00646,"Chandran, Rama and Verma",Vijayawada,Cloud Kitchen,Healthy Foods,2016,4.5,3.4,21
R00647,Tandon-Raman,Chennai,Premium Restaurant,North Indian,2023,3.6,5.4,28
R00648,Sawhney Group,Vijayawada,Premium Restaurant,Chinese,2023,4.4,4.6,24
R00649,Bansal-Tak,Bangalore,Budget Restaurant,Desserts,2020,5.0,8.3,24
R00650,Deep Inc,Chennai,Cafe,South Indian,2026,3.9,9.9,29
R00651,Saini-Anand,Bangalore,Premium Restaurant,Pizza,2019,4.2,7.2,18
R00652,Naik-Rajan,Bangalore,Premium Restaurant,South Indian,2023,4.8,3.9,26
R00653,Borah-Dora,Bangalore,Fast Food Chain,Biryani,2021,4.9,6.6,22
R00654,Mahajan LLC,Bangalore,Cafe,Biryani,2026,4.9,7.6,27
R00655,Shenoy-Chokshi,Hyderabad,Budget Restaurant,Healthy Foods,2016,4.3,9.0,22
R00656,"Dhillon, Bora and Edwin",Chennai,Fast Food Chain,South Indian,2023,3.7,6.8,24
R00657,"Goswami, Bala and Gokhale",Chennai,Cafe,Pizza,2017,3.7,2.1,22
R00658,Desai and Sons,Bangalore,Budget Restaurant,South Indian,2020,3.7,7.2,22
R00659,Arya-Kapoor,Coimbatore,Fast Food Chain,Biryani,2019,4.7,7.2,23
R00660,Kapadia PLC,Bangalore,Fast Food Chain,South Indian,2024,4.2,9.4,19
R00661,Deshmukh-Wadhwa,Coimbatore,Budget Restaurant,Pizza,2018,4.6,3.5,26
R00662,Hayer LLC,Chennai,Fast Food Chain,Biryani,2018,4.4,7.8,21
R00663,Karan LLC,Vijayawada,Fast Food Chain,Chinese,2017,4.4,9.4,24
R00664,"Magar, Gara and Dewan",Coimbatore,Premium Restaurant,Pizza,2023,4.5,2.6,27
R00665,"Joshi, Vaidya and Kara",Chennai,Fast Food Chain,South Indian,2017,4.1,5.3,29
R00666,"Bhakta, Nagar and Apte",Coimbatore,Budget Restaurant,Beverages,2019,4.5,8.0,19
R00667,Savant-Srivastava,Bangalore,Cloud Kitchen,Burger,2024,4.7,2.5,22
R00668,Taneja and Sons,Chennai,Cafe,South Indian,2020,3.8,8.7,30
R00669,Kumar-Sood,Chennai,Budget Restaurant,Healthy Foods,2023,3.5,6.2,15
R00670,"Lanka, Biswas and Pai",Chennai,Fast Food Chain,Burger,2025,4.7,7.6,21
R00671,Sood-Karan,Hyderabad,Budget Restaurant,Pizza,2023,4.5,3.1,16
R00672,"Bedi, Pau and Mutti",Bangalore,Cloud Kitchen,South Indian,2025,4.4,2.9,24
R00673,Mukhopadhyay-Arya,Bangalore,Budget Restaurant,Burger,2023,4.6,4.0,23
R00674,"Prashad, Sunder and Behl",Bangalore,Cafe,North Indian,2017,4.7,9.7,19
R00675,Hari Ltd,Chennai,Premium Restaurant,South Indian,2022,4.1,7.3,28
R00676,"Ramanathan, Yohannan and Baral",Vijayawada,Cafe,South Indian,2022,4.7,4.2,16
R00677,"Raghavan, Gill and Parsa",Bangalore,Cloud Kitchen,Chinese,2022,4.9,7.6,20
R00678,Rajagopal-Prashad,Chennai,Cafe,Biryani,2025,4.2,8.3,15
R00679,Wason and Sons,Vijayawada,Budget Restaurant,South Indian,2026,3.5,9.8,19
R00680,Barman-Chaudhary,Chennai,Budget Restaurant,Chinese,2016,4.3,2.7,22
R00681,Zacharia-Din,Chennai,Premium Restaurant,South Indian,2026,3.8,8.1,24
R00682,"Subramaniam, Dixit and Varma",Chennai,Cloud Kitchen,North Indian,2019,4.5,8.9,17
R00683,Kashyap-Tak,Hyderabad,Cloud Kitchen,Biryani,2024,4.8,6.2,22
R00684,"Mangal, Kapadia and Sha",Chennai,Premium Restaurant,South Indian,2026,4.1,9.7,22
R00685,Gandhi-Kala,Coimbatore,Premium Restaurant,South Indian,2020,4.6,6.4,22
R00686,Pandit Ltd,Chennai,Fast Food Chain,Chinese,2026,3.5,7.3,23
R00687,Jha Group,Coimbatore,Budget Restaurant,Burger,2016,4.2,5.6,24
R00688,Amble-Singh,Chennai,Fast Food Chain,Healthy Foods,2019,4.0,5.4,25
R00689,Talwar-Minhas,Hyderabad,Budget Restaurant,Burger,2020,3.5,4.8,27
R00690,"Suresh, Borah and Sharaf",Hyderabad,Cafe,South Indian,2019,4.4,9.8,17
R00691,Roy-Rana,Hyderabad,Cafe,South Indian,2021,4.5,3.3,28
R00692,"Bandi, Agarwal and Dada",Chennai,Cloud Kitchen,Biryani,2025,3.6,6.6,27
R00693,"Pillai, Cherian and Datta",Chennai,Budget Restaurant,South Indian,2019,3.8,7.9,23
R00694,Rai-Suresh,Coimbatore,Fast Food Chain,North Indian,2016,4.5,6.8,24
R00695,Verma Ltd,Bangalore,Premium Restaurant,South Indian,2021,4.7,4.2,29
R00696,"Viswanathan, Wason and Raja",Bangalore,Fast Food Chain,North Indian,2016,4.3,4.9,29
R00697,"Kapur, Chatterjee and Kari",Bangalore,Premium Restaurant,South Indian,2026,3.8,3.2,28
R00698,"Lata, Dada and Majumdar",Chennai,Cafe,North Indian,2025,3.6,2.6,23
R00699,Patla Inc,Bangalore,Premium Restaurant,South Indian,2024,4.9,7.7,23
R00700,Sethi Group,Hyderabad,Cafe,Biryani,2026,4.2,5.2,29
R00701,Hari Group,Bangalore,Premium Restaurant,North Indian,2024,4.0,8.7,16
R00702,"Behl, Chacko and Sundaram",Hyderabad,Budget Restaurant,South Indian,2023,4.5,3.7,29
R00703,Patil and Sons,Bangalore,Cafe,Chinese,2025,4.3,6.6,17
R00704,"Koshy, Parsa and Bhatia",Bangalore,Budget Restaurant,South Indian,2018,4.8,2.7,18
R00705,Mukherjee Ltd,Hyderabad,Fast Food Chain,Chinese,2026,4.2,4.2,18
R00706,"Ramesh, Goswami and Mahal",Hyderabad,Budget Restaurant,Pizza,2017,4.2,4.6,28
R00707,"Karpe, Kaur and Dhillon",Coimbatore,Fast Food Chain,South Indian,2025,4.0,3.3,26
R00708,Behl PLC,Coimbatore,Cloud Kitchen,Biryani,2018,4.4,3.3,15
R00709,Pradhan Inc,Coimbatore,Budget Restaurant,Chinese,2024,5.0,6.8,26
R00710,"Padmanabhan, Tailor and Raghavan",Hyderabad,Fast Food Chain,Biryani,2024,4.0,8.5,19
R00711,"Kapur, Natarajan and Sarkar",Bangalore,Cafe,North Indian,2026,3.9,9.0,27
R00712,"Joshi, Kohli and Sahota",Chennai,Fast Food Chain,Desserts,2026,4.7,8.4,26
R00713,Dey PLC,Vijayawada,Premium Restaurant,Healthy Foods,2025,4.5,8.6,21
R00714,Sundaram PLC,Chennai,Budget Restaurant,North Indian,2017,4.0,6.7,17
R00715,"Chowdhury, Datta and Chad",Bangalore,Cafe,Healthy Foods,2017,3.7,2.0,22
R00716,Vyas-Ray,Vijayawada,Budget Restaurant,Burger,2020,4.6,8.3,24
R00717,"Sankar, Balay and Chaudhari",Hyderabad,Cloud Kitchen,North Indian,2023,4.5,7.1,17
R00718,Dada Ltd,Chennai,Cafe,North Indian,2021,4.9,8.7,20
R00719,Chaudhary-Kala,Hyderabad,Cloud Kitchen,South Indian,2019,3.7,8.4,22
R00720,Agate Ltd,Hyderabad,Budget Restaurant,Burger,2026,4.0,2.1,20
R00721,"Desai, Madan and Gaba",Hyderabad,Fast Food Chain,Chinese,2021,3.8,7.0,21
R00722,Brar-Kanda,Bangalore,Fast Food Chain,North Indian,2019,4.4,8.4,29
R00723,Nagarajan Group,Bangalore,Premium Restaurant,Healthy Foods,2024,4.5,3.0,21
R00724,Kale PLC,Coimbatore,Budget Restaurant,Healthy Foods,2020,4.1,9.1,20
R00725,Ganguly and Sons,Chennai,Budget Restaurant,Chinese,2020,4.6,3.7,24
R00726,Das LLC,Coimbatore,Budget Restaurant,Pizza,2021,4.9,2.7,17
R00727,Dalal-Sule,Vijayawada,Cloud Kitchen,Biryani,2022,4.7,10.0,24
R00728,Chahal-Gala,Hyderabad,Cloud Kitchen,Biryani,2019,4.1,6.3,26
R00729,"Konda, Bhat and Sathe",Chennai,Cafe,North Indian,2017,4.9,6.3,25
R00730,"Ben, Agarwal and Mukherjee",Bangalore,Cafe,Healthy Foods,2018,4.5,9.3,19
R00731,"Kalla, Sarraf and Khare",Chennai,Fast Food Chain,South Indian,2026,4.5,7.9,28
R00732,Sani LLC,Bangalore,Fast Food Chain,North Indian,2016,4.0,5.5,19
R00733,Dada-Kala,Bangalore,Cloud Kitchen,South Indian,2024,4.2,8.4,27
R00734,Verma Inc,Hyderabad,Premium Restaurant,Desserts,2020,3.9,5.1,18
R00735,"Mittal, Devan and Malhotra",Bangalore,Budget Restaurant,Burger,2023,3.8,6.2,24
R00736,"Misra, Misra and Balay",Hyderabad,Cloud Kitchen,Pizza,2022,4.4,4.8,24
R00737,Kala Inc,Chennai,Fast Food Chain,Pizza,2018,4.8,5.0,26
R00738,Bhatia-Raman,Hyderabad,Fast Food Chain,South Indian,2024,4.9,6.8,21
R00739,Yohannan-Bir,Vijayawada,Fast Food Chain,South Indian,2025,3.8,9.0,22
R00740,"Deshpande, Roy and Patla",Coimbatore,Premium Restaurant,Burger,2018,4.6,2.4,29
R00741,Dixit Ltd,Hyderabad,Fast Food Chain,Burger,2017,4.3,4.2,28
R00742,"Contractor, Sachar and Joshi",Vijayawada,Premium Restaurant,Chinese,2022,4.1,4.1,21
R00743,Hayre and Sons,Chennai,Cafe,South Indian,2022,4.8,8.0,27
R00744,"Yadav, Lata and Bumb",Bangalore,Cloud Kitchen,North Indian,2025,4.5,7.5,25
R00745,"Chopra, Raj and Rout",Chennai,Budget Restaurant,Healthy Foods,2024,4.4,9.4,15
R00746,Grewal Group,Bangalore,Cloud Kitchen,Burger,2025,4.5,3.0,17
R00747,"Ratti, Banik and Loke",Coimbatore,Cloud Kitchen,Biryani,2024,4.6,3.0,20
R00748,"Gill, Dugar and Bandi",Vijayawada,Fast Food Chain,South Indian,2017,3.7,7.7,20
R00749,Munshi PLC,Hyderabad,Premium Restaurant,Pizza,2023,5.0,5.6,29
R00750,"Bhatt, Yadav and Singh",Bangalore,Cafe,Biryani,2025,4.6,9.2,30
R00751,"Mital, Bassi and Balasubramanian",Chennai,Budget Restaurant,Chinese,2018,4.6,7.7,27
R00752,Badal-Pingle,Vijayawada,Cloud Kitchen,Burger,2016,4.6,8.6,17
R00753,Buch Inc,Bangalore,Cafe,Biryani,2023,3.7,5.2,23
R00754,Khatri-Sibal,Bangalore,Cafe,Burger,2017,4.3,4.7,18
R00755,Chandra-Lall,Chennai,Premium Restaurant,North Indian,2022,3.7,5.0,22
R00756,Sawhney-Thaker,Coimbatore,Cafe,Burger,2023,4.9,2.3,18
R00757,"Khalsa, Sani and Goswami",Chennai,Premium Restaurant,Chinese,2020,4.0,6.5,20
R00758,Pathak Ltd,Hyderabad,Premium Restaurant,South Indian,2022,4.2,3.4,24
R00759,Bava-Deshmukh,Chennai,Premium Restaurant,North Indian,2026,3.7,6.6,29
R00760,Thakur Inc,Chennai,Cloud Kitchen,Healthy Foods,2018,4.7,9.9,16
R00761,"Saran, Bhasin and Borra",Coimbatore,Cloud Kitchen,Burger,2018,3.7,5.0,26
R00762,Yadav Ltd,Chennai,Budget Restaurant,Burger,2020,3.7,4.0,29
R00763,Borra-Wagle,Bangalore,Fast Food Chain,Chinese,2021,4.1,4.6,26
R00764,"Bose, Pall and Prakash",Bangalore,Premium Restaurant,Pizza,2018,3.7,4.3,27
R00765,"Dubey, Venkatesh and Sibal",Chennai,Cafe,Pizza,2022,3.8,2.7,23
R00766,Hari-Verma,Hyderabad,Budget Restaurant,Pizza,2017,4.0,3.7,15
R00767,Badal-Varty,Hyderabad,Cafe,South Indian,2026,4.8,6.9,19
R00768,Uppal-Randhawa,Hyderabad,Cafe,North Indian,2024,4.8,6.8,27
R00769,Johal PLC,Hyderabad,Cafe,Biryani,2018,4.2,5.4,20
R00770,Baria-Mukhopadhyay,Coimbatore,Premium Restaurant,Biryani,2025,3.8,7.7,26
R00771,Dutta-Gara,Hyderabad,Budget Restaurant,Beverages,2019,4.0,9.1,17
R00772,Tara-Dugal,Coimbatore,Cloud Kitchen,Pizza,2025,4.4,7.6,24
R00773,Chaudhry and Sons,Bangalore,Fast Food Chain,North Indian,2024,3.9,8.7,25
R00774,Chanda-Prashad,Chennai,Cafe,Biryani,2016,3.9,3.0,22
R00775,Nagar Group,Bangalore,Premium Restaurant,South Indian,2026,3.5,3.0,19
R00776,"Vora, Basu and Devan",Chennai,Budget Restaurant,North Indian,2026,4.7,2.7,19
R00777,Gera-Balakrishnan,Chennai,Cloud Kitchen,North Indian,2026,4.5,6.1,20
R00778,Karpe-Kapoor,Coimbatore,Budget Restaurant,Pizza,2021,4.8,2.1,18
R00779,Bains-Contractor,Chennai,Cloud Kitchen,South Indian,2026,4.3,3.4,24
R00780,"Master, Morar and Chadha",Hyderabad,Premium Restaurant,Biryani,2022,3.5,5.4,15
R00781,"Nair, D’Alia and Muni",Chennai,Budget Restaurant,Pizza,2018,4.3,6.3,27
R00782,Kari PLC,Hyderabad,Cafe,Beverages,2024,4.7,6.9,15
R00783,Sengupta-Varkey,Bangalore,Cafe,South Indian,2024,4.7,4.9,28
R00784,Madan Ltd,Chennai,Budget Restaurant,Burger,2019,4.8,8.9,27
R00785,Parekh Group,Bangalore,Budget Restaurant,South Indian,2023,3.7,4.9,17
R00786,"Sule, Sami and Sampath",Chennai,Cloud Kitchen,South Indian,2021,4.6,8.4,18
R00787,Khatri-Kohli,Chennai,Fast Food Chain,Pizza,2025,4.0,5.9,18
R00788,Kalita Group,Bangalore,Budget Restaurant,South Indian,2020,4.3,9.6,23
R00789,Palla-Sankar,Chennai,Premium Restaurant,Burger,2016,4.3,2.3,27
R00790,"Chauhan, Mann and Nagarajan",Chennai,Cloud Kitchen,Pizza,2021,4.2,8.9,24
R00791,Chadha-Sahni,Bangalore,Cafe,Biryani,2021,4.9,5.6,17
R00792,Kant-Bansal,Coimbatore,Budget Restaurant,Burger,2026,3.9,9.5,19
R00793,Puri-Barad,Chennai,Cloud Kitchen,Chinese,2016,4.6,9.9,20
R00794,Kara-Sood,Hyderabad,Premium Restaurant,Biryani,2023,4.3,2.7,16
R00795,Parikh-Saraf,Coimbatore,Premium Restaurant,Pizza,2016,3.6,2.7,24
R00796,"Madan, Varkey and Devan",Hyderabad,Budget Restaurant,Biryani,2017,4.0,4.1,21
R00797,Grover Ltd,Hyderabad,Cafe,Burger,2020,3.7,3.1,15
R00798,Mangat-Chopra,Chennai,Premium Restaurant,South Indian,2020,4.6,8.8,28
R00799,"Sama, Salvi and Koshy",Bangalore,Budget Restaurant,Chinese,2016,4.5,8.6,17
R00800,Kulkarni-Nigam,Coimbatore,Cafe,Healthy Foods,2020,4.1,6.2,23
R00801,Thaman LLC,Hyderabad,Cafe,North Indian,2021,4.9,3.4,15
R00802,"Thakur, Panchal and Sehgal",Coimbatore,Cloud Kitchen,Biryani,2022,4.1,4.5,22
R00803,Dara-Pall,Chennai,Budget Restaurant,South Indian,2024,4.3,2.4,29
R00804,Om Group,Bangalore,Premium Restaurant,Desserts,2018,4.4,2.3,15
R00805,Aurora-Sehgal,Bangalore,Budget Restaurant,North Indian,2020,5.0,2.5,26
R00806,"Savant, Nori and Lala",Chennai,Cafe,South Indian,2016,3.5,3.5,15
R00807,"Bhasin, Arora and Ghosh",Vijayawada,Cafe,Chinese,2020,4.0,5.5,27
R00808,"Tara, Majumdar and Luthra",Bangalore,Cafe,North Indian,2019,4.0,7.8,18
R00809,Dave and Sons,Hyderabad,Premium Restaurant,Chinese,2018,3.7,7.4,30
R00810,Sandhu-Minhas,Chennai,Premium Restaurant,North Indian,2018,4.1,4.9,26
R00811,Datta Group,Chennai,Fast Food Chain,South Indian,2017,4.2,7.5,20
R00812,Sarma Group,Hyderabad,Budget Restaurant,North Indian,2024,4.4,8.2,28
R00813,Wali and Sons,Chennai,Budget Restaurant,Burger,2019,3.6,5.6,16
R00814,"Varma, Chatterjee and Parmer",Hyderabad,Premium Restaurant,Pizza,2018,4.7,9.5,24
R00815,"Parmer, Sawhney and Devan",Coimbatore,Budget Restaurant,Biryani,2022,4.4,9.0,20
R00816,Balan-Subramaniam,Hyderabad,Fast Food Chain,Biryani,2025,4.0,5.0,15
R00817,"Desai, Shan and Vyas",Chennai,Premium Restaurant,Burger,2021,3.7,5.8,29
R00818,Verma and Sons,Hyderabad,Premium Restaurant,Pizza,2021,3.8,9.0,22
R00819,Kota and Sons,Bangalore,Premium Restaurant,Chinese,2021,3.6,4.1,18
R00820,Prabhu and Sons,Bangalore,Cloud Kitchen,Biryani,2023,4.9,2.9,18
R00821,"Arya, Bath and Vohra",Vijayawada,Cafe,North Indian,2020,4.4,3.1,28
R00822,Mohanty LLC,Vijayawada,Cafe,Pizza,2017,3.6,2.4,24
R00823,Suri Group,Bangalore,Budget Restaurant,North Indian,2020,4.4,7.0,15
R00824,Ganguly-Pandya,Chennai,Cloud Kitchen,Chinese,2016,4.6,8.2,16
R00825,Goyal PLC,Vijayawada,Cloud Kitchen,North Indian,2016,4.3,5.6,30
R00826,Khalsa-Issac,Coimbatore,Fast Food Chain,South Indian,2020,4.7,9.1,29
R00827,Sarin-Peri,Coimbatore,Premium Restaurant,Biryani,2024,4.5,5.4,28
R00828,Pau and Sons,Chennai,Premium Restaurant,South Indian,2023,4.3,3.7,24
R00829,Chada-Kadakia,Bangalore,Cloud Kitchen,North Indian,2017,4.8,9.3,26
R00830,"Koshy, Naik and Setty",Chennai,Budget Restaurant,Biryani,2024,4.4,5.4,29
R00831,Som PLC,Chennai,Fast Food Chain,Desserts,2017,4.2,5.1,19
R00832,Devi Group,Bangalore,Budget Restaurant,North Indian,2025,4.6,4.7,18
R00833,Palla Group,Bangalore,Cloud Kitchen,Healthy Foods,2026,3.6,5.7,24
R00834,"Ravel, Iyer and Zacharia",Coimbatore,Fast Food Chain,Healthy Foods,2021,4.5,7.8,28
R00835,Sodhi Inc,Hyderabad,Cloud Kitchen,Pizza,2026,4.8,7.7,25
R00836,Dani-Bora,Hyderabad,Budget Restaurant,South Indian,2016,3.6,5.7,30
R00837,Choudhary-Char,Bangalore,Premium Restaurant,Biryani,2024,4.9,3.6,28
R00838,"Srinivas, Bail and Kar",Hyderabad,Cafe,Biryani,2019,3.7,3.8,20
R00839,Brar and Sons,Bangalore,Premium Restaurant,Biryani,2025,4.6,4.2,19
R00840,Ramesh LLC,Hyderabad,Premium Restaurant,North Indian,2026,4.7,4.1,30
R00841,"Mann, Gera and Rajagopal",Chennai,Budget Restaurant,Pizza,2021,4.2,3.1,30
R00842,Arora and Sons,Vijayawada,Premium Restaurant,South Indian,2019,4.3,2.4,19
R00843,"Bhasin, Kohli and Bail",Bangalore,Budget Restaurant,Burger,2022,4.4,2.1,18
R00844,Arora and Sons,Chennai,Budget Restaurant,North Indian,2019,3.8,7.4,25
R00845,Walia LLC,Coimbatore,Cloud Kitchen,South Indian,2022,4.1,2.6,25
R00846,Palla Inc,Chennai,Cloud Kitchen,Chinese,2020,4.5,5.3,16
R00847,Tripathi Group,Vijayawada,Fast Food Chain,South Indian,2024,4.3,9.8,30
R00848,Nagy PLC,Coimbatore,Fast Food Chain,South Indian,2018,3.6,8.1,19
R00849,Sane-Parikh,Bangalore,Fast Food Chain,North Indian,2017,4.4,2.3,18
R00850,"Goyal, Rau and Gara",Hyderabad,Cloud Kitchen,Biryani,2018,3.7,7.8,27
R00851,Sekhon LLC,Vijayawada,Fast Food Chain,Chinese,2021,3.9,6.7,22
R00852,"Cherian, Pandya and Pandey",Chennai,Cloud Kitchen,Pizza,2017,4.0,6.2,24
R00853,Bhavsar PLC,Bangalore,Budget Restaurant,Chinese,2023,4.8,4.6,27
R00854,Dave-Natt,Vijayawada,Budget Restaurant,Biryani,2025,4.7,4.3,20
R00855,"Sarkar, Lal and Golla",Hyderabad,Budget Restaurant,Biryani,2025,4.0,3.7,22
R00856,Atwal PLC,Chennai,Budget Restaurant,North Indian,2025,4.2,5.8,26
R00857,Ganesh Ltd,Coimbatore,Cafe,Biryani,2016,4.2,3.9,22
R00858,Yohannan and Sons,Hyderabad,Cafe,Burger,2023,4.6,8.6,20
R00859,"Bora, Palan and Date",Hyderabad,Budget Restaurant,North Indian,2022,4.7,9.0,30
R00860,Issac Inc,Bangalore,Cafe,Pizza,2019,3.8,7.1,15
R00861,Sharma Group,Coimbatore,Cloud Kitchen,Pizza,2018,3.5,5.2,22
R00862,Kadakia Ltd,Bangalore,Cloud Kitchen,Biryani,2022,4.0,2.4,24
R00863,Oommen-Bobal,Chennai,Premium Restaurant,South Indian,2023,3.7,7.0,19
R00864,Agrawal Inc,Chennai,Cafe,Biryani,2023,4.6,5.1,23
R00865,Tank PLC,Bangalore,Cafe,North Indian,2016,3.5,2.5,20
R00866,"Acharya, Mahal and Sant",Vijayawada,Cloud Kitchen,North Indian,2021,4.5,4.3,26
R00867,Kalita and Sons,Bangalore,Cafe,Pizza,2026,3.9,3.7,24
R00868,"Kunda, Talwar and Sama",Coimbatore,Cloud Kitchen,Chinese,2019,4.6,9.2,29
R00869,"Chander, Oza and Dube",Bangalore,Cafe,North Indian,2025,3.9,7.9,18
R00870,Chacko Inc,Hyderabad,Cloud Kitchen,South Indian,2026,4.9,9.0,29
